customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges,Charges_Monthly,Charges_Total
6825-UYPFK,Yes,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 75.6, 'Total': '1758.6'}",25.1,712.85
6827-IEAUQ,No,Female,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,"{'Monthly': 66.15, 'Total': '1874.45'}",90.1,2656.7
6828-HMKWP,No,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),"{'Monthly': 21.05, 'Total': '262.05'}",115.1,7008.15
6833-JMZYP,No,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 94.0, 'Total': '1505.45'}",59.8,3457.45
6834-NXDCA,Yes,Female,0,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 23.9, 'Total': '300.8'}",78.3,1033.95
6837-BJYDQ,No,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,"{'Monthly': 19.6, 'Total': '61.35'}",75.5,637.4
6837-HAEVO,No,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,"{'Monthly': 105.0, 'Total': '7297.75'}",49.65,305.55
6838-HVLXG,No,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 20.3, 'Total': '246.7'}",93.85,170.85
6838-YAUVY,No,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 95.1, 'Total': '5064.85'}",89.55,3729.75
6839-ITVZJ,Yes,Female,0,Yes,Yes,26,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 60.05, 'Total': '1616.15'}",59.6,2754
6840-RESVB,No,Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,"{'Monthly': 84.8, 'Total': '1990.5'}",19.7,625.05
6844-DZKRF,No,Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 50.2, 'Total': '109.25'}",44.1,2369.7
6845-RGTYS,Yes,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 98.75, 'Total': '4533.7'}",100.45,1622.45
6847-KJLTS,No,Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 100.4, 'Total': '5749.8'}",110.9,7922.75
6848-HJTXY,No,Female,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 19.45, 'Total': '1208.6'}",89.25,2210.2
6848-YLDFR,No,Male,0,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),"{'Monthly': 75.2, 'Total': '4300.8'}",64.65,2347.85
6849-OYAMU,Yes,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),"{'Monthly': 100.0, 'Total': '1888.65'}",20.2,1027.25
6849-WLEYG,Yes,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.75, 'Total': '19.75'}",104.0,7028.5
6851-WEFYX,No,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 100.8, 'Total': '3437.5'}",66.4,2019.8
6854-EXGSF,No,Female,0,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 65.5, 'Total': '573.15'}",85.4,3297
6855-VLGOS,No,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,"{'Monthly': 20.55, 'Total': '1432.55'}",40.2,1478.85
6856-RAURS,No,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 74.9, 'Total': '136.05'}",70.2,280.35
6857-TKDJV,No,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),"{'Monthly': 24.65, 'Total': '1620.45'}",103.15,4594.65
6857-VWJDT,Yes,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,"{'Monthly': 95.65, 'Total': '95.65'}",20.0,417.7
6859-QNXIQ,No,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 113.1, 'Total': '8248.5'}",106.4,4040.65
6859-RKMZJ,No,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 55.05, 'Total': '608.15'}",79.85,1387.35
6860-YRJZP,No,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 74.05, 'Total': '678.45'}",65.3,3512.9
6861-OKBCE,Yes,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),"{'Monthly': 20.1, 'Total': '221.35'}",50.85,466.6
6861-XWTWQ,Yes,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 99.25, 'Total': '665.45'}",45.95,45.95
6862-CQUMB,No,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 96.1, 'Total': '3646.8'}",55.8,154.55
6865-JZNKO,No,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 55.3, 'Total': '1530.6'}",111.95,7795.95
6867-ACCZI,No,Female,0,Yes,Yes,24,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,"{'Monthly': 52.5, 'Total': '1208.15'}",105.4,5643.4
6869-FGJJC,No,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),"{'Monthly': 79.6, 'Total': '5461.45'}",101.9,5549.4
6870-ECSHE,No,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,"{'Monthly': 20.45, 'Total': '34.8'}",19.55,608.5
6870-ZWMNX,No,Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),"{'Monthly': 76.1, 'Total': '5264.25'}",99.0,4744.35
6872-HXFNF,No,Female,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),"{'Monthly': 58.35, 'Total': '3756.45'}",20.05,1263.9
6873-UDNLD,No,Male,0,No,No,40,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,"{'Monthly': 67.45, 'Total': '2731'}",45.3,45.3
6874-SGLHU,No,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),"{'Monthly': 97.0, 'Total': '3021.3'}",106.25,6979.8
6876-ADESB,Yes,Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 48.95, 'Total': '48.95'}",78.1,864.85
6877-LGWXO,Yes,Male,1,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,"{'Monthly': 78.55, 'Total': '1422.65'}",20.35,1359.5
6877-TJMBR,Yes,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 84.8, 'Total': '84.8'}",79.4,205.05
6878-GGDWG,No,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 19.4, 'Total': '641.15'}",40.6,1494.5
6885-PKOAM,No,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),"{'Monthly': 85.75, 'Total': '6223.8'}",35.0,135.75
6888-SBYAI,No,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 50.7, 'Total': '50.7'}",74.15,741.4
6890-PFRQX,No,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,"{'Monthly': 69.5, 'Total': '1199.4'}",35.15,1051.05
6891-JPYFF,No,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 105.25, 'Total': '4997.5'}",98.75,2407.3
6892-BOGQE,No,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),"{'Monthly': 20.9, 'Total': '1493.2'}",95.0,6602.9
6892-EZDTG,Yes,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 91.65, 'Total': '365.4'}",20.25,1566.9
6892-XPFPU,Yes,Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 104.25, 'Total': '2433.9'}",25.4,399.6
6893-ODYYE,No,Male,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),"{'Monthly': 90.1, 'Total': '4549.45'}",74.55,1215.8
6894-LFHLY,Yes,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 75.75, 'Total': '75.75'}",103.35,847.3
6896-SRVYQ,No,Male,1,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 73.85, 'Total': '3122.4'}",38.1,970.4
6897-RWMUB,No,Male,0,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),"{'Monthly': 68.05, 'Total': '4158.25'}",20.05,218.5
6897-UUBNU,No,Male,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,"{'Monthly': 89.65, 'Total': '2623.65'}",20.05,20.05
6898-MDLZW,No,Male,0,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 53.75, 'Total': '648.65'}",26.45,1914.5
6898-RBTLU,No,Female,0,Yes,Yes,49,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),"{'Monthly': 79.3, 'Total': '3902.45'}",71.9,3173.35
6899-PPEEA,Yes,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 96.55, 'Total': '3580.3'}",83.7,6096.9
6900-PXRMS,Yes,Male,1,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,"{'Monthly': 105.75, 'Total': '2710.25'}",48.6,422.3
6900-RBKER,No,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 89.45, 'Total': '4577.75'}",99.4,5059.75
6901-GOGZG,No,Male,0,No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,"{'Monthly': 84.95, 'Total': '4984.85'}",73.7,4885.85
6904-JLBGY,No,Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 117.35, 'Total': '8436.25'}",64.85,950.75
6905-NIQIN,Yes,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 50.65, 'Total': '50.65'}",60.7,1597.4
6906-ANDWJ,Yes,Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 74.9, 'Total': '1107.25'}",25.75,882.55
6906-MPARY,No,Male,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),"{'Monthly': 89.6, 'Total': '3488.15'}",71.7,1497.05
6907-CQGPN,No,Male,0,No,No,29,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,"{'Monthly': 34.3, 'Total': '1004.75'}",89.25,4652.4
6907-FLBER,No,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 54.3, 'Total': '54.3'}",45.45,1233.15
6907-NZZIJ,Yes,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 99.15, 'Total': '3615.6'}",47.05,3263.6
6908-VVYHM,No,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 90.65, 'Total': '5931'}",68.25,2171.15
6910-HADCM,Yes,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 76.35, 'Total': '76.35'}",65.85,4097.05
6916-HIJSE,No,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 84.85, 'Total': '5459.2'}",19.85,1128.1
6917-FIJHC,No,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,"{'Monthly': 26.0, 'Total': '1776'}",24.65,1830.05
6917-IAYHD,No,Male,0,No,Yes,1,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,"{'Monthly': 33.6, 'Total': '33.6'}",84.5,84.5
6917-YACBP,No,Female,1,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 89.75, 'Total': '5496.9'}",95.0,3605.6
6918-UMQCG,No,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,"{'Monthly': 80.2, 'Total': '384.25'}",104.4,6405
6919-ELBGL,No,Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 114.95, 'Total': '8196.4'}",78.9,1348.95
6921-OZMFH,No,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 55.7, 'Total': '259.4'}",72.8,3249.4
6922-NCEDI,No,Male,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,"{'Monthly': 21.2, 'Total': '1238.65'}",53.8,283.95
6923-AQONU,No,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,"{'Monthly': 20.9, 'Total': '454'}",78.95,2647.2
6923-EFPNL,Yes,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),"{'Monthly': 51.75, 'Total': '201.1'}",80.05,1345.65
6923-JHPMP,No,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 80.45, 'Total': '137.1'}",54.55,825.1
6924-TDGMT,No,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,"{'Monthly': 20.55, 'Total': '184.95'}",75.75,606.25
6925-BAYGL,No,Female,1,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 25.1, 'Total': '1275.6'}",111.45,5315.1
6927-WTFIV,Yes,Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),"{'Monthly': 71.3, 'Total': '1389.2'}",59.85,3590.2
6928-ONTRW,No,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 19.7, 'Total': '1379.8'}",79.85,2015.35
6933-FHBZC,No,Female,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,"{'Monthly': 56.05, 'Total': '1553.2'}",108.1,7774.05
6933-VLYFX,No,Male,0,Yes,Yes,31,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,"{'Monthly': 59.95, 'Total': '1848.8'}",102.85,6976.75
6937-GCDGQ,No,Male,0,Yes,Yes,19,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),"{'Monthly': 48.95, 'Total': '955.6'}",71.35,2847.2
6941-KXRRV,No,Female,1,Yes,No,48,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),"{'Monthly': 58.95, 'Total': '2789.7'}",45.25,3264.45
6941-PMGEP,Yes,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 80.0, 'Total': '412.5'}",20.15,405.6
6942-LBFDP,No,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,"{'Monthly': 20.55, 'Total': '33.6'}",85.7,3171.15
6946-LMSQS,Yes,Male,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,"{'Monthly': 89.05, 'Total': '2177.45'}",69.5,3418.2
6950-TWMYB,No,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),"{'Monthly': 79.95, 'Total': '4362.05'}",60.5,3694.45
6952-OMNWB,No,Male,1,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 80.35, 'Total': '5589.3'}",20.45,162.3
6953-PBDIN,No,Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),"{'Monthly': 72.95, 'Total': '5265.55'}",103.0,4414.3
6954-OOYZZ,No,Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 44.35, 'Total': '768.05'}",62.25,612.95
6956-SMUCM,Yes,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 99.0, 'Total': '287.4'}",105.3,1275.65
6959-GQEGV,No,Male,0,No,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 75.95, 'Total': '3273.8'}",70.35,2552.9
6959-UWKHF,Yes,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 42.9, 'Total': '42.9'}",79.4,4238.45
6960-HVYXR,Yes,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 76.0, 'Total': '76'}",59.3,3274.35
6961-MJKBO,No,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),"{'Monthly': 20.45, 'Total': '943'}",69.95,69.95
6961-VCPMC,Yes,Male,1,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 80.4, 'Total': '3605.2'}",90.5,1201.15
6963-EZQEE,No,Male,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 88.55, 'Total': '6306.5'}",85.1,3662.25
6963-KQYQB,No,Female,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,"{'Monthly': 24.05, 'Total': '1764.75'}",19.75,1124.2
6967-PEJLL,No,Male,0,Yes,Yes,37,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,"{'Monthly': 40.2, 'Total': '1525.35'}",69.15,235
6967-QIQRV,No,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,"{'Monthly': 101.9, 'Total': '1667.25'}",93.15,6368.2
6968-GMKPR,No,Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 81.55, 'Total': '4509.5'}",23.85,1672.1
6968-MHOMU,No,Male,0,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),"{'Monthly': 45.0, 'Total': '2689.35'}",71.6,4230.25
6968-URWQU,No,Male,0,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,"{'Monthly': 56.35, 'Total': '2391.15'}",78.65,1663.75
6969-MVBAI,No,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 90.1, 'Total': '816.8'}",89.55,5012.35
6972-SNKKW,No,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 20.0, 'Total': '109.2'}",19.8,1311.3
6974-DAFLI,No,Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,"{'Monthly': 19.7, 'Total': '1140.05'}",19.2,702.9
6976-BWGLQ,No,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),"{'Monthly': 25.2, 'Total': '1787.35'}",68.4,4855.35
6979-TNDEU,No,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.2, 'Total': '156.85'}",78.5,5602.25
6979-ZNSFF,Yes,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 87.05, 'Total': '762.1'}",76.15,1992.95
6980-CDGFC,No,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),"{'Monthly': 20.85, 'Total': '1327.4'}",49.85,617.15
6980-IMXXE,No,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),"{'Monthly': 20.2, 'Total': '1412.65'}",114.95,7711.25
6981-TDRFT,No,Male,0,Yes,Yes,44,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,"{'Monthly': 54.3, 'Total': '2317.1'}",74.5,74.5
6982-SSHFK,Yes,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 44.4, 'Total': '44.4'}",102.45,102.45
6982-UQZLY,Yes,Female,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,"{'Monthly': 20.85, 'Total': '20.85'}",103.85,2215
6985-HAYWX,No,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 79.3, 'Total': '2015.8'}",101.15,6638.35
6986-IJDHX,Yes,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,"{'Monthly': 86.3, 'Total': '3266'}",65.25,1441.8
6986-IXNDM,No,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 92.9, 'Total': '1337.45'}",95.5,6153.85
6987-XQSJT,Yes,Female,1,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 79.5, 'Total': '4370.25'}",19.3,755.5
6988-CJEYV,No,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,"{'Monthly': 98.7, 'Total': '4920.55'}",54.3,2390.45
6990-YNRIO,Yes,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),"{'Monthly': 108.65, 'Total': '6937.95'}",19.55,124.45
6992-TKNYO,No,Male,0,Yes,No,38,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),"{'Monthly': 69.0, 'Total': '2669.45'}",69.2,4671.65
6993-OHLXR,Yes,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 68.95, 'Total': '119.75'}",79.0,143.65
6993-YCOBK,No,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,"{'Monthly': 110.6, 'Total': '6586.85'}",104.95,7544.3
6993-YGFJV,No,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 112.55, 'Total': '7806.5'}",20.6,827.3
6994-FGRHH,No,Male,0,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,"{'Monthly': 106.15, 'Total': '7475.1'}",69.25,69.25
